city,state,country,shape,duration (seconds),duration (hours/min),date posted,latitude,longitude,date,time
chantilly,va,United States,formation,120.0,2  minutes,2/4/2013,38.8941667,-77.4313889,1/10/2013,21:05
springfield,oh,United States,fireball,1800.0,30 minutes,2/4/2013,39.9241667,-83.8088889,1/10/2013,22:00
greene/lewiston,me,United States,cigar,900.0,~15 minutes,2/4/2013,44.09395,-70.158294,1/10/2013,24:00
placentia,ca,United States,rectangle,60.0,~1 minute,1/16/2014,33.8722222,-117.8694444,1/10/2014,06:00
el paso,tx,United States,circle,120.0,~2 minutes,1/16/2014,31.7586111,-106.4863889,1/10/2014,06:15
coal creek,co,United States,sphere,1200.0,20 minutes,1/10/2014,38.3611111,-105.1477778,1/10/2014,06:30
hartford,ct,United States,flash,120.0,2 minute,2/14/2014,41.7636111,-72.6855556,1/10/2014,09:57
pendle (uk/england),,United Kingdom,light,900.0,15 minutes,1/16/2014,53.845,-2.204,1/10/2014,16:30
adams/friendship (in eastern sky),wi,United States,,120.0,few minutes,1/24/2014,43.970526,-89.816793,1/10/2014,18:30
knoxville,tn,United States,light,1.0,1 second,1/16/2014,35.9605556,-83.9208333,1/10/2014,20:00
yuma,az,United States,unknown,120.0,2 minutes,1/16/2014,32.7252778,-114.6236111,1/10/2014,20:00
terrace (canada),bc,Canada,unknown,20.0,20 seconds,1/16/2014,54.5,-128.583333,1/10/2014,20:26
meredith,nh,United States,fireball,300.0,3-5 minutes,1/16/2014,43.6575,-71.5008333,1/10/2014,20:30
mercey hot springs/firebaugh,ca,United States,light,60.0,1 minute,1/16/2014,36.858838,-120.456007,1/10/2014,20:40
newport beach,ca,United States,fireball,600.0,10 minutes,1/16/2014,33.6188889,-117.9280556,1/10/2014,20:50
lowell,mi,United States,flash,1.0,1 second,1/16/2014,42.9336111,-85.3419444,1/10/2014,21:15
kaneohe,hi,United States,fireball,90.0,90 seconds,1/16/2014,21.4180556,-157.8036111,1/10/2014,22:58
napa,ca,United States,circle,240.0,4 minutes,1/16/2014,38.2972222,-122.2844444,1/10/2014,23:50
teaneck,nj,United States,cylinder,120.0,2 minutes,2/24/2005,40.8975,-74.0163889,11/10/1957,17:00
corpus christi,tx,United States,light,600.0,10 minutes,10/31/2003,27.8002778,-97.3961111,11/10/1957,19:00
liverpool (uk/england),,United Kingdom,cylinder,300.0,5mins,2/18/2001,53.416667,-3.0,11/10/1967,08:30
san diego (allied gardens),ca,United States,unknown,180.0,1/2 hour,3/19/2002,32.7152778,-117.1563889,11/10/1968,03:00
boone,nc,United States,disk,1800.0,30 minutes,5/27/2003,36.2166667,-81.6747222,11/10/1973,20:00
york,me,United States,triangle,60.0,1 minute,10/20/2005,43.161748,-70.648258,11/10/1974,21:00
emerson,nj,United States,rectangle,120.0,2 minutes,4/16/2005,40.9761111,-74.0266667,11/10/1979,01:00
ypsilanti,mi,United States,other,259200.0,3 days,11/20/2001,42.2411111,-83.6130556,11/10/1979,21:00
lansing,mi,United States,rectangle,15.0,15 secs,4/2/1999,42.7325,-84.5555556,11/10/1980,20:00
san francisco,ca,United States,other,60.0,1 minute,1/28/1999,37.775,-122.4183333,11/10/1981,21:00
lou  costello recreation center (boyle heights),ca,United States,circle,20.0,20 seconds,1/28/1999,34.021116,-118.211177,11/10/1985,19:00
grass valley (outside of),ca,United States,disk,180.0,2-3 minutes,5/12/2009,39.2191667,-121.06,11/10/1986,23:55
phoenix,az,United States,light,10.0,10 seconds,8/24/2010,33.4483333,-112.0733333,11/10/1989,23:00
salem,mo,United States,triangle,300.0,5 minutes,8/5/2012,37.6455556,-91.5358333,11/10/1991,22:15
dekalb,tx,United States,rectangle,1800.0,30 minutes,9/2/2005,33.508726,-94.616319,11/10/1992,23:30
san antonio,tx,United States,circle,30.0,about 30 sec.,4/15/2000,29.4238889,-98.4933333,11/10/1994,07:13
vidor,tx,United States,unknown,7200.0,2 hours,8/7/2007,30.1313889,-94.0152778,11/10/1994,23:00
beaverton,or,United States,,2400.0,40 min.,11/2/1999,45.4872222,-122.8025,11/10/1995,19:50
embarrass,mn,United States,disk,180.0,1-3 mins,8/4/2003,47.6591667,-92.1977778,11/10/1995,20:00
auburn,wa,United States,,10.0,10 sec.,11/2/1999,47.3075,-122.2272222,11/10/1995,23:25
brownsville,tx,United States,circle,600.0,10 minutes,3/16/2001,25.9013889,-97.4972222,11/10/1995,23:45
boyertown,pa,United States,light,7200.0,2 hours,1/28/1999,40.3336111,-75.6377778,11/10/1997,18:50
orem,ut,United States,triangle,60.0,1 min,1/28/1999,40.2969444,-111.6938889,11/10/1997,20:00
hurricane,wv,United States,circle,2.0,about 2 sec.,2/16/1999,38.4325,-82.0202778,11/10/1997,21:45
santee,ca,United States,light,5.0,5 seconds,1/28/1999,32.8383333,-116.9730556,11/10/1997,23:00
belair  (south australia),,Australia,disk,360.0,6min,11/20/2001,-35.0,138.633333,11/10/1998,00:30
maryland height,mo,United States,sphere,10.0,0:10,11/19/1998,38.713107,-90.42984,11/10/1998,02:38
norman,ok,United States,sphere,180.0,3 minutes,11/19/1998,35.2225,-97.4391667,11/10/1998,10:05
rancho cucamonga,ca,United States,disk,900.0,15 minutes,11/19/1998,34.1063889,-117.5922222,11/10/1998,11:38
federal way,wa,United States,egg,5.0,5 seconds,11/19/1998,47.3225,-122.3113889,11/10/1998,18:48
fresno (northeast of),ca,United States,light,20.0,15-20 sec.,11/19/1998,36.7477778,-119.7713889,11/10/1998,18:48
dubois,pa,United States,fireball,8.0,7-8 seconds,11/19/1998,41.121012,-78.758326,11/10/1998,21:05
vancouver (canada),bc,Canada,disk,2.0,2 seconds,12/2/2000,49.25,-123.133333,11/10/1998,22:00
chicago,il,United States,sphere,3600.0,about an hour,2/16/1999,41.85,-87.65,11/10/1998,24:00
st. louis,mo,United States,,60.0,less than 1min,11/17/1999,38.6272222,-90.1977778,11/10/1999,00:01
los angeles,ca,United States,other,30.0,30 sec,11/17/1999,34.0522222,-118.2427778,11/10/1999,02:00
chicago,il,United States,unknown,420.0,5-7 minutes,11/17/1999,41.85,-87.65,11/10/1999,02:30
fair oaks/rancho cordova,ca,United States,fireball,25.0,25 sec,11/17/1999,38.673279,-121.243142,11/10/1999,05:12
henderson,ky,United States,light,2700.0,45 minutes,3/4/2008,37.8361111,-87.59,11/10/1999,10:35
house springs,mo,United States,light,60.0,1 minute,11/17/1999,38.4088889,-90.57,11/10/1999,18:10
flagstaff,az,United States,other,120.0,2 min,11/17/1999,35.1980556,-111.6505556,11/10/1999,19:00
valatie,ny,United States,triangle,300.0,5 minutes,7/16/2003,42.4133333,-73.6736111,11/10/1999,20:00
florence,sc,United States,fireball,1.0,one second,11/17/1999,34.1952778,-79.7627778,11/10/1999,20:15
atlanta,ga,United States,,900.0,15 min.,11/17/1999,33.7488889,-84.3880556,11/10/1999,23:00
walton on thames surrey (uk/england),,United Kingdom,unknown,300.0,5 mins,12/2/2000,51.38847,-0.416969,11/10/2000,00:05
nasik (india),,India,unknown,1200.0,about 20 minutes,12/2/2000,19.997453,73.789802,11/10/2000,00:20
paso robles,ca,United States,rectangle,600.0,10 minutes,4/28/2001,35.6266667,-120.69,11/10/2000,16:00
perrysburg,oh,United States,rectangle,60.0,1 minute,1/3/2001,41.5569444,-83.6272222,11/10/2000,18:00
syracuse,ny,United States,triangle,45.0,about 45 seconds,12/7/2006,43.0480556,-76.1477778,11/10/2000,23:00
bristol,tn,United States,oval,600.0,10 minutes,11/20/2001,36.595,-82.1888889,11/10/2001,14:44
arvada,co,United States,oval,30.0,30 seconds or so,6/18/2003,39.8027778,-105.0869444,11/10/2001,15:00
sulphur,ok,United States,circle,120.0,approx. 2 min.,11/20/2001,34.5077778,-96.9680556,11/10/2001,21:35
sebastian,fl,United States,fireball,30.0,around 30 seconds,11/20/2001,27.8161111,-80.4708333,11/10/2001,21:51
burbank,ca,United States,changing,60.0,1 minute,11/16/2002,34.1808333,-118.3080556,11/10/2002,00:30
vilnius (lithuania),,Lithuania,unknown,1200.0,20 minutes,11/20/2002,54.687156,25.279651,11/10/2002,01:00
southfield,mi,United States,other,5.0,5 secs?  more or less,11/16/2002,42.4733333,-83.2219444,11/10/2002,05:32
haddon heights,nj,United States,rectangle,5.0,5 seconds,12/23/2002,39.8772222,-75.065,11/10/2002,13:30
santa barbara,ca,United States,circle,120.0,1-2 minutes,11/16/2002,34.4208333,-119.6972222,11/10/2002,14:30
dallas,tx,United States,light,1800.0,30 minutes,11/20/2002,32.7833333,-96.8,11/10/2002,20:00
ivesdale,il,United States,light,30.0,30 seconds,12/23/2002,39.9433333,-88.4552778,11/10/2002,20:30
queensland (australia),,Australia,unknown,90.0,1.5 mins,12/23/2002,-20.917574,142.702796,11/10/2002,20:30
southmore&#44 oxforshire (uk/england),,United Kingdom,light,1.0,0ne second,11/20/2002,51.683525,-1.424906,11/10/2002,22:55
las vegas,nv,United States,light,60.0,1 min or less,11/11/2003,36.175,-115.1363889,11/10/2003,00:45
tucson,az,United States,light,600.0,10 minutes,11/11/2003,32.2216667,-110.9258333,11/10/2003,02:30
audubon,mn,United States,light,20.0,20 seconds,11/26/2003,46.8633333,-95.9813889,11/10/2003,07:30
pasadena,ca,United States,disk,900.0,15 min,11/26/2003,34.1477778,-118.1436111,11/10/2003,18:20
west covina,ca,United States,disk,300.0,5 minutes,11/26/2003,34.09,-117.8894444,11/10/2003,18:30
chino,ca,United States,circle,60.0,1 minute,11/26/2003,34.0122222,-117.6880556,11/10/2003,19:00
watsonville,ca,United States,disk,300.0,5 min,11/26/2003,36.9102778,-121.7558333,11/10/2003,20:00
portsmouth,nh,United States,triangle,900.0,15 minutes,7/3/2013,43.0716667,-70.7630556,11/10/2003,21:30
pensacola,fl,United States,sphere,8.0,5 - 8 secs.,11/26/2003,30.4211111,-87.2169444,11/10/2003,22:21
tuscaloosa,al,United States,cone,900.0,15 minutes,11/26/2003,33.2097222,-87.5691667,11/10/2003,23:50
reading,oh,United States,unknown,3600.0,about an hour,12/3/2004,39.2236111,-84.4422222,11/10/2004,00:00
avon,ny,United States,unknown,120.0,2 minutes,9/2/2005,42.9119444,-77.7458333,11/10/2004,02:00
piedmont,ks,United States,light,900.0,15 minutes,12/12/2009,37.6236111,-96.3652778,11/10/2004,06:00
woodward,ok,United States,unknown,600.0,10 minutes,12/3/2004,36.4336111,-99.39,11/10/2004,11:30
coral gables,fl,United States,other,10.0,5-10 seconds,12/3/2004,25.7211111,-80.2686111,11/10/2004,19:00
vancleave,ms,United States,other,30.0,30 seconds,11/21/2010,30.5402778,-88.6875,11/10/2004,23:00
port isabel,tx,United States,disk,360.0,6 min,2/14/2006,26.0730556,-97.2083333,11/10/2005,01:05
lake oswego,or,United States,cylinder,2.0,a few very long seconds,12/16/2005,45.4208333,-122.6694444,11/10/2005,02:00
st. charles,in,United States,unknown,300.0,5 minutes,12/16/2005,38.788698,-90.511764,11/10/2005,11:36
johnson city,ny,United States,cylinder,60.0,1 minute,12/16/2005,42.1155556,-75.9591667,11/10/2005,15:40
port orchard,wa,United States,triangle,120.0,2 minutes,12/16/2005,47.5405556,-122.635,11/10/2005,16:00
calabasas,ca,United States,light,10.0,10 sec,12/16/2005,34.1577778,-118.6375,11/10/2005,17:00
quartzsite,az,United States,light,5400.0,90 minutes,4/27/2007,33.6638889,-114.2291667,11/10/2005,17:30
bastrop,tx,United States,,1200.0,15-20 minutes,12/16/2005,30.1102778,-97.315,11/10/2005,18:00
east grand forks,mn,United States,unknown,900.0,10 to 15 minutes,12/16/2005,47.93,-97.0241667,11/10/2005,18:15
accra (ghana),,Ghana,other,5.0,approx 5 seconds,12/16/2005,5.55,-0.2,11/10/2005,18:30
swartz creek,mi,United States,triangle,600.0,10 minutes,12/16/2005,42.9572222,-83.8305556,11/10/2005,18:30
kingstown,ri,United States,light,5.0,5 sec,12/16/2005,41.485711,-71.563662,11/10/2005,19:15
sylvania,ga,United States,light,300.0,5 min,12/16/2005,32.7502778,-81.6369444,11/10/2005,19:45
thornton,co,United States,light,2.0,seconds,12/16/2005,39.8680556,-104.9713889,11/10/2005,20:30
maricopa,az,United States,other,10.0,10 sec each,12/16/2005,33.0580556,-112.0469444,11/10/2005,20:45
quartzite,az,United States,formation,6.0,6 seconds,12/16/2005,33.663914,-114.229949,11/10/2005,20:50
millville/brockport,ny,United States,cylinder,120.0,2 min:s,12/16/2005,43.213671,-77.93918,11/10/2005,21:00
lewiston,me,United States,formation,600.0,10 min span,12/16/2005,44.1002778,-70.2152778,11/10/2005,21:30
atlanta,ga,United States,unknown,1800.0,30 minutes,12/16/2005,33.7488889,-84.3880556,11/10/2005,22:00
eastpointe,mi,United States,teardrop,30.0,30 seconds,12/16/2005,42.4683333,-82.9555556,11/10/2005,23:45
huntsville,al,United States,unknown,45.0,45 seconds,12/7/2006,34.7302778,-86.5861111,11/10/2006,05:00
washington&#44 d.c. (area),dc,United States,cylinder,30.0,30 seconds,12/7/2006,38.907231,-77.036464,11/10/2006,08:20
toms river,nj,United States,fireball,3.0,3 seconds,12/7/2006,39.9536111,-74.1983333,11/10/2006,12:45
east windsor,nj,United States,triangle,300.0,5 minutes,12/7/2006,40.267754,-74.540251,11/10/2006,17:25
tuscola,tx,United States,light,60.0,1 minute,12/7/2006,32.2094444,-99.7963889,11/10/2006,17:30
sophia,nc,United States,triangle,180.0,3 minutes,12/7/2006,35.8230556,-79.8611111,11/10/2006,20:52
las vegas/rachel (between,nv,United States,other,4.0,4 seconds,6/20/2012,38.80261,-116.419389,11/10/2006,21:00
buena park,ca,United States,changing,60.0,1 minute,12/7/2006,33.8675,-117.9972222,11/10/2006,21:45
fort lauderdale (near),fl,United States,triangle,10.0,10 seconds,12/7/2006,26.1219444,-80.1436111,11/10/2006,22:02
north pole,ak,United States,other,20.0,20 seconds,12/7/2006,64.7511111,-147.3494444,11/10/2006,23:15
galt,ca,United States,fireball,5.0,5 seconds,10/31/2008,38.2547222,-121.2988889,11/10/2007,00:30
roanoke,va,United States,unknown,1800.0,30 min,11/28/2007,37.2708333,-79.9416667,11/10/2007,01:15
barrie (canada),on,Canada,sphere,600.0,10 min,11/28/2007,44.383333,-79.7,11/10/2007,05:00
pasadena,ca,United States,other,350.0,05:50,11/28/2007,34.1477778,-118.1436111,11/10/2007,05:30
canyon lake,tx,United States,triangle,30.0,30 sec,4/18/2012,29.875,-98.2622222,11/10/2007,09:30
springfield,va,United States,light,5.0,5 seconds,6/12/2008,38.7891667,-77.1875,11/10/2007,12:30
simpsonville,sc,United States,other,300.0,5 minutes,3/4/2008,34.7369444,-82.2544444,11/10/2007,18:00
jacksonville,fl,United States,fireball,300.0,3-5 minutes,11/28/2007,30.3319444,-81.6558333,11/10/2007,20:00
jacksonville,fl,United States,oval,180.0,3 min,1/21/2008,30.3319444,-81.6558333,11/10/2007,20:00
stuart,fl,United States,unknown,120.0,1 1/2 min.,11/28/2007,27.1972222,-80.2530556,11/10/2007,20:30
san diego,ca,United States,circle,240.0,4 minutes,11/28/2007,32.7152778,-117.1563889,11/10/2007,20:45
sebastian,fl,United States,light,420.0,7 minutes,11/28/2007,27.8161111,-80.4708333,11/10/2007,21:00
la conner,wa,United States,cigar,3600.0,1 hour,11/28/2007,48.3888889,-122.495,11/10/2007,21:30
palm beach gardens,fl,United States,light,600.0,10 mins,11/28/2007,26.8230556,-80.1388889,11/10/2007,22:00
lakeville,ma,United States,disk,3600.0,1 hour,11/28/2007,41.8458333,-70.95,11/10/2007,23:00
lynnfield,ma,United States,oval,60.0,less than 1 minute,11/28/2007,42.5388889,-71.0486111,11/10/2007,23:00
las vegas,nv,United States,triangle,60.0,1 minute,11/28/2007,36.175,-115.1363889,11/10/2007,23:50
uniontown,oh,United States,changing,180.0,3 minutes,1/10/2009,40.975,-81.4083333,11/10/2008,00:30
palm springs,ca,United States,triangle,4.0,2 - 4 seconds,1/10/2009,33.8302778,-116.5444444,11/10/2008,01:53
el paso,tx,United States,disk,6.0,6 sec.,1/10/2009,31.7586111,-106.4863889,11/10/2008,06:30
pagosa springs,co,United States,light,600.0,about 10 min.,1/10/2009,37.2694444,-107.0091667,11/10/2008,06:30
murfreesboro,tn,United States,flash,2.0,1-2 seconds,1/10/2009,35.8455556,-86.3902778,11/10/2008,18:55
oakland,tn,United States,fireball,15.0,15 seconds,3/23/2011,35.2288889,-89.515,11/10/2008,19:00
handforth&#44 wilmslow&#44 cheshire (uk/england),,United Kingdom,fireball,60.0,1 minute,1/10/2009,53.356083,-2.212708,11/10/2008,19:05
west bend,wi,United States,other,30.0,30 sec,1/10/2009,43.797762,-88.003208,11/10/2008,20:00
jackson,nj,United States,light,60.0,@1 minute,1/10/2009,39.7763889,-74.8627778,11/10/2008,20:15
burbank (outside of; near pasco),wa,United States,changing,240.0,about four minutes,1/10/2009,46.2,-119.0119444,11/10/2008,21:00
mission viejo,ca,United States,oval,300.0,about 5 min.,1/10/2009,33.6,-117.6711111,11/10/2008,21:40
mission viejo,ca,United States,other,120.0,2:00,1/10/2009,33.6,-117.6711111,11/10/2008,21:45
pirenopolis (brazil),,Brazil,circle,37800.0,1 1/2 hours,1/10/2009,-15.851148,-48.958874,11/10/2008,22:00
nashville,tn,United States,fireball,1.0,1 second,1/10/2009,36.1658333,-86.7844444,11/10/2008,22:40
murfreesboro,tn,United States,fireball,2.0,2 seconds,1/10/2009,35.8455556,-86.3902778,11/10/2008,22:52
birmingham,al,United States,triangle,120.0,2 min.,12/12/2009,33.5205556,-86.8025,11/10/2009,01:00
niagara falls (canada),on,Canada,cigar,1800.0,30 minutes,12/12/2009,43.1,-79.05,11/10/2009,06:15
long beach,ca,United States,,1500.0,25 minutes,12/12/2009,33.7669444,-118.1883333,11/10/2009,08:20
boston,ma,United States,oval,120.0,2 minutes,12/12/2009,42.3583333,-71.0602778,11/10/2009,09:15
atlanta,ga,United States,circle,120.0,1-2 min.,2/14/2010,33.7488889,-84.3880556,11/10/2009,15:00
columbia,mo,United States,sphere,120.0,2 min,12/12/2009,38.9516667,-92.3338889,11/10/2009,17:00
boston,ny,United States,flash,3600.0,1 hr,11/21/2010,42.6288889,-78.7377778,11/10/2010,00:00
boston,ma,United States,changing,600.0,5-10 minutes,11/21/2010,42.3583333,-71.0602778,11/10/2010,02:30
kahului,hi,United States,oval,10.0,5 to 10 seconds,11/21/2010,20.8947222,-156.47,11/10/2010,04:00
atlantic beach,fl,United States,disk,30.0,30 seconds,8/5/2012,30.3341667,-81.3988889,11/10/2010,12:00
front royal,va,United States,disk,1800.0,30 minutes,11/21/2010,38.9180556,-78.1947222,11/10/2010,15:00
groesbeck,tx,United States,cigar,480.0,around 8 minutes,11/21/2010,31.5241667,-96.5336111,11/10/2010,16:30
pottsville,pa,United States,oval,120.0,2 minutes,11/21/2010,40.6855556,-76.1958333,11/10/2010,16:40
verona,ny,United States,diamond,60.0,1 minute,11/21/2010,43.1380556,-75.5711111,11/10/2010,17:45
crete,il,United States,formation,900.0,15 minutes,11/21/2010,41.4444444,-87.6313889,11/10/2010,18:00
montville,ct,United States,disk,1200.0,20 mins,11/21/2010,41.463992,-72.155619,11/10/2010,19:40
spruce pine,nc,United States,triangle,3600.0,1 hour,5/13/2012,35.9152778,-82.0647222,11/10/2010,21:00
amarillo,tx,United States,triangle,90.0,1 minute 30 seconds,11/21/2010,35.2219444,-101.8308333,11/10/2010,21:40
new sharon,me,United States,oval,240.0,3-4 minutes,11/21/2010,44.6388889,-70.0161111,11/10/2010,22:00
sarasota,fl,United States,triangle,300.0,5 minutes,12/12/2011,27.3361111,-82.5308333,11/10/2011,01:00
malibu,ca,United States,unknown,90.0,90 seconds,12/12/2011,34.005,-118.8091667,11/10/2011,03:00
canyon lake,ca,United States,fireball,10.0,10 seconds,12/12/2011,33.685,-117.2722222,11/10/2011,17:05
gig harbor,wa,United States,circle,90.0,90 seconds,5/15/2013,47.3294444,-122.5788889,11/10/2011,17:30
minneapolis,mn,United States,sphere,60.0,1 minute,12/12/2011,44.98,-93.2636111,11/10/2011,20:30
galivants ferry,sc,United States,light,6.0,6 seconds,12/12/2011,34.0561111,-79.2466667,11/10/2011,21:00
stockbridge,ga,United States,formation,600.0,10 minutes,12/12/2011,33.5441667,-84.2338889,11/10/2011,21:00
frisco,tx,United States,light,2.0,several seconds,12/12/2011,33.1505556,-96.8233333,11/10/2011,21:30
hoquiam,wa,United States,flash,900.0,12-15 minutes,11/19/2012,46.9811111,-123.8880556,11/10/2012,01:00
crosby,tx,United States,unknown,180.0,3 minutes,11/19/2012,29.9116667,-95.0619444,11/10/2012,04:38
dandridge,tn,United States,teardrop,30.0,30 seconds,11/19/2012,36.0152778,-83.415,11/10/2012,12:08
mississauga (canada),on,Canada,circle,60.0,1 minute,11/19/2012,43.15,-79.5,11/10/2012,13:00
summersville,wv,United States,cylinder,30.0,30 seconds,12/20/2012,38.2811111,-80.8527778,11/10/2012,14:15
eldridge,ia,United States,circle,60.0,1 minute,11/19/2012,41.6580556,-90.5844444,11/10/2012,17:50
eureka,mt,United States,light,600.0,10 minutes,11/19/2012,48.88,-115.0525,11/10/2012,18:00
lower burrell,pa,United States,unknown,60.0,1 minute,11/19/2012,40.5530556,-79.7575,11/10/2012,18:15
payson,ut,United States,fireball,720.0,12 minutes,11/19/2012,40.0444444,-111.7313889,11/10/2012,18:20
vancouver,wa,United States,rectangle,120.0,2+ minutes,11/19/2012,45.6388889,-122.6602778,11/10/2012,18:25
castle rock,wa,United States,triangle,60.0,1 minute,11/19/2012,46.2752778,-122.9063889,11/10/2012,18:28
derby,ny,United States,,3000.0,50 minutes,11/19/2012,42.6813889,-78.9755556,11/10/2012,18:30
endicott,ny,United States,circle,600.0,10 minutes,11/19/2012,42.0983333,-76.0497222,11/10/2012,18:30
orlando,fl,United States,circle,1200.0,20 minutes,11/19/2012,28.5380556,-81.3794444,11/10/2012,18:30
orlando,fl,United States,circle,900.0,15 minutes,11/19/2012,28.5380556,-81.3794444,11/10/2012,18:30
bayville,nj,United States,fireball,180.0,3 minutes,11/19/2012,39.9091667,-74.1552778,11/10/2012,19:00
bellflower,ca,United States,sphere,600.0,10 minutes,11/19/2012,33.8816667,-118.1161111,11/10/2012,19:00
chattanooga,tn,United States,other,900.0,15 minutes,11/19/2012,35.0455556,-85.3097222,11/10/2012,19:00
tarentum,pa,United States,circle,600.0,10 minutes,11/19/2012,40.6013889,-79.76,11/10/2012,19:20
placentia,ca,United States,circle,180.0,3 minutes,11/19/2012,33.8722222,-117.8694444,11/10/2012,19:30
los angeles,ca,United States,circle,480.0,8 minutes,11/19/2012,34.0522222,-118.2427778,11/10/2012,19:40
clinton township,mi,United States,triangle,60.0,1 minute,11/19/2012,42.586888,-82.919551,11/10/2012,20:00
lakeland,fl,United States,unknown,15.0,15 seconds,11/19/2012,28.0391667,-81.95,11/10/2012,20:00
vidalia,ga,United States,triangle,900.0,15 minutes,11/19/2012,32.2175,-82.4136111,11/10/2012,20:00
lakeland,fl,United States,chevron,600.0,10 minutes,11/19/2012,28.0391667,-81.95,11/10/2012,20:15
montpelier,vt,United States,triangle,600.0,10 minutes,11/19/2012,44.26,-72.5758333,11/10/2012,20:25
murrells inlet,sc,United States,light,300.0,5 minutes,11/19/2012,33.5508333,-79.0416667,11/10/2012,20:30
cut off,la,United States,changing,240.0,3-4 minutes,11/19/2012,29.5425,-90.3380556,11/10/2012,20:32
dripping springs,tx,United States,fireball,300.0,5 minutes,12/20/2012,30.19,-98.0863889,11/10/2012,21:00
kittanning,pa,United States,teardrop,2.0,00:02,2/4/2013,40.8163889,-79.5222222,11/10/2012,21:00
moncton (canada),nb,Canada,circle,300.0,5 minutes,11/19/2012,46.083333,-64.766667,11/10/2012,21:00
redding,ca,United States,unknown,0.5,0.5 second,1/16/2014,40.5866667,-122.3905556,11/10/2012,21:00
ballentine,sc,United States,egg,120.0,2:00 minutes,11/19/2012,34.1241667,-81.2375,11/10/2012,21:10
san anselmo,ca,United States,light,600.0,~10 minutes,11/19/2012,37.9747222,-122.5605556,11/10/2012,21:30
cape coral,fl,United States,sphere,300.0,5 minutes,11/19/2012,26.5625,-81.9497222,11/10/2012,21:35
lynnwood,wa,United States,other,4.0,4 seconds,7/14/2013,47.8211111,-122.3138889,11/10/2012,22:00
vestal,ny,United States,triangle,2.0,a few seconds,11/19/2012,42.085,-76.0541667,11/10/2012,22:00
siloam springs,ar,United States,other,120.0,2 minutes,12/20/2012,36.1880556,-94.5402778,11/10/2012,22:35
roseville,ca,United States,triangle,20.0,20 seconds,11/19/2012,38.7522222,-121.2869444,11/10/2012,23:20
hamilton,oh,United States,triangle,240.0,~4 minutes,11/19/2012,39.3994444,-84.5613889,11/10/2012,23:30
creswell,or,United States,circle,240.0,3-4 minutes,11/19/2012,43.9180556,-123.0233333,11/10/2012,23:45
sterling,va,United States,unknown,240.0,hours,11/11/2013,39.0061111,-77.4288889,11/10/2013,00:00
carter lake,ia,United States,triangle,4.0,4 seconds,11/11/2013,41.2905556,-95.9177778,11/10/2013,00:15
carter lake,ia,United States,triangle,4.0,4 seconds,11/20/2013,41.2905556,-95.9177778,11/10/2013,00:15
palm coast,fl,United States,triangle,10800.0,3 hours,11/11/2013,29.5847222,-81.2080556,11/10/2013,00:30
eagan,mn,United States,flash,900.0,15 minutes,11/11/2013,44.8041667,-93.1666667,11/10/2013,00:55
seymour,ct,United States,light,600.0,10 minutes,11/11/2013,41.3966667,-73.0763889,11/10/2013,05:56
west orange,nj,United States,rectangle,180.0,3 minutes,11/11/2013,40.7705556,-74.2330556,11/10/2013,14:00
orlando,fl,United States,cigar,15.0,15 seconds,11/20/2013,28.5380556,-81.3794444,11/10/2013,15:29
olivehurst,ca,United States,fireball,300.0,5 minutes,12/2/2013,39.0955556,-121.5511111,11/10/2013,16:30
grand junction,co,United States,circle,2100.0,35 minutes,11/20/2013,39.0638889,-108.55,11/10/2013,17:00
metairie,la,United States,circle,900.0,15 minutes,11/11/2013,29.9838889,-90.1527778,11/10/2013,17:00
st. charles,il,United States,other,90.0,90 seconds,11/20/2013,41.9141667,-88.3086111,11/10/2013,17:50
graham,wa,United States,fireball,60.0,60 seconds,11/20/2013,47.0530556,-122.2930556,11/10/2013,18:25
sylvan lake,mi,United States,triangle,600.0,10:00,11/20/2013,42.6113889,-83.3286111,11/10/2013,19:00
mt. vernon,oh,United States,other,10.0,10 seconds,11/20/2013,40.3933333,-82.4858333,11/10/2013,19:15
palmer,ak,United States,fireball,1200.0,20 minutes,11/11/2013,61.5997222,-149.1127778,11/10/2013,19:30
punta gorda,fl,United States,fireball,20.0,15-20 seconds,11/11/2013,26.9294444,-82.0455556,11/10/2013,19:30
new westminster (canada),bc,Canada,oval,1200.0,20 minutes,11/11/2013,49.216667,-122.916667,11/10/2013,20:00
north east florida (jacksonville),fl,United States,fireball,300.0,~5 minutes,11/20/2013,27.664827,-81.515754,11/10/2013,20:25
irving,tx,United States,fireball,40.0,40 seconds,11/11/2013,32.8138889,-96.9486111,11/10/2013,21:00
irving,tx,United States,fireball,40.0,40 seconds,11/20/2013,32.8138889,-96.9486111,11/10/2013,21:00
jonesboro,ar,United States,rectangle,120.0,2 minutes,11/20/2013,35.8422222,-90.7041667,11/10/2013,21:00
tulsa,ok,United States,triangle,1200.0,20 minutes,11/11/2013,36.1538889,-95.9925,11/10/2013,21:00
havana,fl,United States,sphere,5.0,2-5 seconds,11/20/2013,30.6236111,-84.4147222,11/10/2013,21:45
virginia beach,va,United States,changing,10.0,10 seconds,11/20/2013,36.8527778,-75.9783333,11/10/2013,22:00
providence,ri,United States,rectangle,60.0,1 minutes,11/11/2013,41.8238889,-71.4133333,11/10/2013,22:51
peru,in,United States,fireball,5.0,5 seconds,11/11/2013,40.7536111,-86.0688889,11/10/2013,23:00
